Date Text,Text Text,location,oblast,date,time,timezone,Year,Month,Day,Season,AM_PM
04.08.2023 15:50:03 UTC+03:00,"ФПВ дрон окремої президентської бригади робить скид на російський автомобіль в населеному пункті Урожайне, Донецька область.Location: Urozhaine, Donetsk Oblast, Ukraine47.7526436, 36.821541Source:https://t.me/wild_hornets/211",urozhaine - donetsk oblast - ukraine.,donetsk,2023-08-04,12:50:03,2023-08-04 15:50:03,2023,8,4,Summer,PM
04.08.2023 17:27:14 UTC+03:00,"Підрозділ ""TERRA"" робить скид на живу силу росіян на південний захід від населеного пункту Андріївка, Донецька область.Location: SW of Andriyivka, Donetsk Oblast, Ukraine48.488832, 37.965343Source:https://t.me/terraops/496",sw of andriyivka - donetsk oblast - ukraine.,donetsk,2023-08-04,14:27:14,2023-08-04 17:27:14,2023,8,4,Summer,PM
04.08.2023 21:00:40 UTC+03:00,"Підрозділ рф ""Чёрные гусары"" (15 ОМСБр) обстрілює українські позиції з ПТРК на північний схід від населеного пункту Надія, Луганська область. Дата публікації 02.08.2023.Location: NE of Nadiia, Luhansk Oblast, Ukraine49.385510, 37.929235Source:https://t.me/blackhussars/452",ne of nadiia - luhansk oblast - ukraine.,luhansk,2023-08-04,18:00:40,2023-08-04 21:00:40,2023,8,4,Summer,PM
05.08.2023 10:08:27 UTC+03:00,"Підрозділ ""Immaterium"" обстрілює російські позиції касетними боєприпасами на північний захід від населеного пункту Вербове, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine47.447383, 35.937599Source:https://t.me/immateriumukrkhorne/281",nw of verbove - zaporizhia oblast - ukraine.,zaporizhia,2023-08-05,07:08:27,2023-08-05 10:08:27,2023,8,5,Summer,AM
05.08.2023 13:00:54 UTC+03:00,"Бригада Нацгвардії  «Рубіж» обстрілює позицію гармати МТ-12 ""Рапіра"" на південь від населеного пункту Верхньокам'янка, Луганська область.Location: Verkhnokamyanka, Luhansk Oblast, Ukraine48.816786, 38.316044Source:https://t.me/ngu_war_for_peace/11933",verkhnokamyanka - luhansk oblast - ukraine.,luhansk,2023-08-05,10:00:54,2023-08-05 13:00:54,2023,8,5,Summer,AM
05.08.2023 19:39:29 UTC+03:00,"Обстріл українських позицій в населеному пункті Новоєгорівка, Луганська область. Обстріл був десь між 2023-06-05 та 2023-06-20.Location: Novoiehorivka, Luhansk Oblast, Ukraine49.329892, 37.944190Source:https://t.me/btr80/9449",novoiehorivka - luhansk oblast - ukraine.,luhansk,2023-08-05,16:39:29,2023-08-05 19:39:29,2023,8,5,Summer,PM
05.08.2023 21:34:42 UTC+03:00,"38-ма окрема бригада морської піхоти обстрілює російські позиції на південний схід від населеного пункту Перечистівка, Донецька область.Location: SE of Prechystivka, Donetsk Oblast, Ukraine47.741126, 37.101623Source:https://www.facebook.com/100091299815976/videos/817770039726230/",se of prechystivka - donetsk oblast - ukraine.,donetsk,2023-08-05,18:34:42,2023-08-05 21:34:42,2023,8,5,Summer,PM
06.08.2023 18:43:08 UTC+03:00,"Пропагандист Пегов демонструє свою присутність поблизу населеного пункту Новоселівське, Луганська область.Location: near Novoselivske, Luhansk Oblast, Ukraine49.518463, 37.961443Source:https://t.me/wargonzo/14223",near novoselivske - luhansk oblast - ukraine.,luhansk,2023-08-06,15:43:08,2023-08-06 18:43:08,2023,8,6,Summer,PM
06.08.2023 21:00:29 UTC+03:00,"Аеророзвідка 129-ї бригади ТрО демонструє політ БПЛА ""Ланцет"" на північний схід від населеного пункту Завітне Бажання, Донецька область.Location: NE of Zavitne Bazhannia, Donetsk Oblast, Ukraine47.732881, 36.879196Source:https://t.me/kolesnyknews/200",ne of zavitne bazhannia - donetsk oblast - ukraine.,donetsk,2023-08-06,18:00:29,2023-08-06 21:00:29,2023,8,6,Summer,PM
06.08.2023 21:28:13 UTC+03:00,"Російські ФПВ дрони атакують українську позицію в 4км на південний захід від населеного пункту Карамзинівка, Луганська область.Location: SW of Karmazinivka, Luhansk Oblast, Ukraine49.293720, 37.954164Source:https://t.me/btr80/9477",sw of karmazinivka - luhansk oblast - ukraine.,luhansk,2023-08-06,18:28:13,2023-08-06 21:28:13,2023,8,6,Summer,PM
07.08.2023 13:25:11 UTC+03:00,"3-тя окрема штурмова бригада знищує ворожий 120-й міномет в населеному пункті Кліщіївка, Донецька область.Location: Klishchiivka, Donetsk Oblast, Ukraine48.515393, 37.946971Source:https://t.me/ab3army/2981",klishchiivka - donetsk oblast - ukraine.,donetsk,2023-08-07,10:25:11,2023-08-07 13:25:11,2023,8,7,Summer,AM
07.08.2023 17:04:10 UTC+03:00,"63-й батальйон 103-ї бригади ТрО робить скид на російські позиції на північ від населеного пункту Новоселівське, Луганська область.Location: N of Novoselivske, Luhansk Oblast, Ukraine49.538814, 37.958202Source:https://t.me/it_ta_batia_63/55",n of novoselivske - luhansk oblast - ukraine.,luhansk,2023-08-07,14:04:10,2023-08-07 17:04:10,2023,8,7,Summer,PM
07.08.2023 20:25:12 UTC+03:00,"Підрозділ ""SHADOW"" ФПВ дроном знищує польовий склад з боєкомплектом на північний схід від населеного пункту Кременчик, Донецька область.Location: NE of Kermenchyk, Donetsk Oblast, Ukraine47.718896, 36.959522Source:https://t.me/pidrozdilshadow/150",ne of kermenchyk - donetsk oblast - ukraine.,donetsk,2023-08-07,17:25:12,2023-08-07 20:25:12,2023,8,7,Summer,PM
07.08.2023 21:35:27 UTC+03:00,"Аеророзвідка 30-ї ОМБр коригує вогонь HIMARS по ворожій МСТА-Б на південь від населеного пункту Бахмутське, Донецька область.Location: S of Bakhmutske, Donetsk Oblast, Ukraine48.648392, 38.097428Source:https://t.me/osirskiy/255",s of bakhmutske - donetsk oblast - ukraine.,donetsk,2023-08-07,18:35:27,2023-08-07 21:35:27,2023,8,7,Summer,PM
08.08.2023 16:34:11 UTC+03:00,"Підрозділ М2 ФПВ дроном знищує російський Т-80 в Бахмуті, Донецька область.Location: Bakhmut, Donetsk Oblast, Ukraine48.597173, 38.041091Source:https://t.me/ssternenko/19148",bakhmut - donetsk oblast - ukraine.,donetsk,2023-08-08,13:34:11,2023-08-08 16:34:11,2023,8,8,Summer,PM
08.08.2023 20:56:02 UTC+03:00,"Артилерія 63-ї окремої механізованої бригади обстрілює російські позиції на схід від населеного пункту Торське, Донецька область.Location: E of Torske, Donetsk Oblast, Ukraine49.022560, 38.012147Source:https://www.facebook.com/63ombr/videos/1006811257414889",e of torske - donetsk oblast - ukraine.,donetsk,2023-08-08,17:56:02,2023-08-08 20:56:02,2023,8,8,Summer,PM
09.08.2023 09:26:45 UTC+03:00,"120-й міномет обстрілює українські позиції на північний захід від населеного пункту Лиман Перший, Харківська область.Location: NW of Lyman Pershyi, Kharkiv Oblast, Ukraine0:53-0:58 -49.800636, 37.680032Source:https://t.me/tass_agency/204526",nw of lyman pershyi - kharkiv oblast - ukraine:-: -.,kharkiv,2023-08-09,06:26:45,2023-08-09 09:26:45,2023,8,9,Summer,AM
09.08.2023 13:32:45 UTC+03:00,"22-га окрема механізована бригада обстрілює російські позиції в населеному пункті Кліщіївка, Донецька область.Location: Klishchiivka, Donetsk Oblast, Ukraine48.527932, 37.958722Source:https://t.me/osirskiy/259",klishchiivka - donetsk oblast - ukraine.,donetsk,2023-08-09,10:32:45,2023-08-09 13:32:45,2023,8,9,Summer,AM
09.08.2023 15:21:47 UTC+03:00,"Бригада ""Сталевий Кордон"" ФПВ дроном влучає в скупчення живої сили на схід від населеного пункту Бутирки, Бєлгородська область.Location: E of Butyrki, Belgorod Oblast, Russia50.179068, 37.670484Source:https://t.me/DPSUkr/12684",e of butyrki - belgorod oblast - russia.,belgorod,2023-08-09,12:21:47,2023-08-09 15:21:47,2023,8,9,Summer,PM
09.08.2023 18:30:24 UTC+03:00,"Підрозділ ""Asgard"" ФПВ дроном влучає в російську БМП на схід від населеного пункту Андріївка, Донецька область.Location: E of Andriyivka, Donetsk Oblast, Ukraine48.503133, 37.993041Source:https://t.me/asgard_fpv/35",e of andriyivka - donetsk oblast - ukraine.,donetsk,2023-08-09,15:30:24,2023-08-09 18:30:24,2023,8,9,Summer,PM
09.08.2023 21:37:48 UTC+03:00,"Український танк обстрілює російські позиції в населеному пункті Урожайне, Донецька область.Location: Urozhaine, Donetsk Oblast, Ukraine47.756271, 36.815669Source:https://t.me/aeronavtyua/922",urozhaine - donetsk oblast - ukraine.,donetsk,2023-08-09,18:37:48,2023-08-09 21:37:48,2023,8,9,Summer,PM
10.08.2023 10:35:34 UTC+03:00,"Окрема президентська бригада ФПВ дроном влучає в російську БМП поблизу населеного пункту Урожайне, Донецька область.Location: near Urozhaine, Donetsk Oblast, Ukraine47.735108, 36.830315Source:https://t.me/wild_hornets/222",near urozhaine - donetsk oblast - ukraine.,donetsk,2023-08-10,07:35:34,2023-08-10 10:35:34,2023,8,10,Summer,AM
10.08.2023 14:35:46 UTC+03:00,"ДПСУ обстрілює російські позиції з міномета поблизу населеного пункту Озарянівка, Донецька область.Location: near Ozarianivka, Donetsk Oblast, Ukraine48.457125, 37.952603Source:https://t.me/DPSUkr/12835",near ozarianivka - donetsk oblast - ukraine.,donetsk,2023-08-10,11:35:46,2023-08-10 14:35:46,2023,8,10,Summer,AM
10.08.2023 19:26:09 UTC+03:00,"Аеророзвідка 129-ї бригади ТрО коригує удар по російським позиціям в населеному пункті Урожайне, Донецька область.Location: Urozhaine, Donetsk Oblast, Ukraine47.747077, 36.818525Source:https://t.me/kolesnyknews/201",urozhaine - donetsk oblast - ukraine.,donetsk,2023-08-10,16:26:09,2023-08-10 19:26:09,2023,8,10,Summer,PM
10.08.2023 23:35:24 UTC+03:00,"126-та бригада ТрО знищує російський склад з боєкомплектом в населеному пункті Кринки, Херсонська область.Location: Krynky, Kherson Oblast, Ukraine46.717025, 33.025073Source:https://twitter.com/GloOouD/status/1689730613375369222",krynky - kherson oblast - ukraine.,kherson,2023-08-10,20:35:24,2023-08-10 23:35:24,2023,8,10,Summer,PM
11.08.2023 11:11:51 UTC+03:00,"Обстріл українських позицій з РСЗВ ""Чебурашка"" в населеному пункті Велика Новосілка, Донецька область.Location: Velyka Novosilka, Donetsk Oblast, Ukraine47.827990, 36.834538Source:https://t.me/dugout_uncle_zhora/195",velyka novosilka - donetsk oblast - ukraine.,donetsk,2023-08-11,08:11:51,2023-08-11 11:11:51,2023,8,11,Summer,AM
11.08.2023 18:33:39 UTC+03:00,"103 бригада ТрО та 25 ОПДБр знищують російський танк на схід від населеного пункту Джерельне, Луганська область.Location: E of Dzherelne, Luhansk Oblast, Ukraine49.414329, 37.970792Source:https://twitter.com/TonyaLevchuk/status/1690015775908618240",e of dzherelne - luhansk oblast - ukraine.,luhansk,2023-08-11,15:33:39,2023-08-11 18:33:39,2023,8,11,Summer,PM
11.08.2023 22:49:59 UTC+03:00,"15та бригада оперативного призначення обстрілює російські позиції на південний захід від населеного пункту Новопокровка, Запорізька область.Location: SW of Novopokrovka, Zaporizhzhia Oblast, Ukraine47.490342, 35.952484Source:https://t.me/gachi_defence/15099",sw of novopokrovka - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-08-11,19:49:59,2023-08-11 22:49:59,2023,8,11,Summer,PM
12.08.2023 16:25:19 UTC+03:00,"Момент падіння російського Су-30 поблизу населеного пункту Вершиніно, Калінінградська область. Екіпаж загинув.Location: Vershynino, Kaliningrad Oblast, RussiaPov:54.537066, 21.663403Source:https://t.me/ENews112/14942",vershynino - kaliningrad oblast - russiapov:.,kaliningrad,2023-08-12,13:25:19,2023-08-12 16:25:19,2023,8,12,Summer,PM
12.08.2023 17:01:23 UTC+03:00,"ЗРК ""Оса"" намагається збити ""Лелеку"" аеророзвідки 129-ї ОБрТРО. Оса робить постріл на захід від населеного пункту Новопетриківка, Донецька область.Location: W of Novopetrykivka, Donetsk Oblast47.636398, 36.894343Source:https://t.me/kolesnyknews/203",w of novopetrykivka - donetsk oblast. - .source:https://t.me/kolesnyknews/,donetsk,2023-08-12,14:01:23,2023-08-12 17:01:23,2023,8,12,Summer,PM
12.08.2023 20:54:19 UTC+03:00,"Російський Т-90 3-го армійського корпусу рф обстрілює українські позиції з населеного пункту Андріївка, Донецька область.Location: Andriivka, Donetsk Oblast, Ukraine48.500132, 37.964480Source:https://t.me/verumreactor/5661",andriivka - donetsk oblast - ukraine.,donetsk,2023-08-12,17:54:19,2023-08-12 20:54:19,2023,8,12,Summer,PM
13.08.2023 10:39:44 UTC+03:00,"Перша президентська бригада робить скид ФПВ дроном на російські позиції на схід від населеного пункту Урожайне, Донецьк область.Location: E of Urozhaine, Donetsk Oblast, Ukraine47.748335, 36.838357Source:https://t.me/wild_hornets/241",e of urozhaine - donetsk oblast - ukraine.,donetsk,2023-08-13,07:39:44,2023-08-13 10:39:44,2023,8,13,Summer,AM
13.08.2023 16:49:58 UTC+03:00,"Російський 82-й міномет обстрілює український бронетранспортер ""Rosomak"" на північний схід від населеного пункту Синьківка, Харківська область. З екіпажем все добре.Location: NE of Synkivka, Kharkiv Oblast, Ukraine49.770197, 37.724037Source:https://t.me/rian_ru/211969",ne of synkivka - kharkiv oblast - ukraine.,kharkiv,2023-08-13,13:49:58,2023-08-13 16:49:58,2023,8,13,Summer,PM
13.08.2023 20:16:43 UTC+03:00,"Бронегрупа 85-ї омсбр рф атакує українські позиції в південній частині Кліщіївки, Донецька область.Location: Klishchiivka, Donetsk Oblast, Ukraine48.521392, 37.955843Source:https://t.me/verumreactor/5681",klishchiivka - donetsk oblast - ukraine.,donetsk,2023-08-13,17:16:43,2023-08-13 20:16:43,2023,8,13,Summer,PM
14.08.2023 00:02:19 UTC+03:00,"Пропагандисти з каналу ""Россия 24"" демонструють східну частину Козачих Лагерів, Херсонська область.Location: Kozachi Laheri, Kherson Oblast, Ukraine0:38 -46.710591, 32.9963291:21 -46.707689, 32.979082Source:https://t.me/margosemenyuk/131",kozachi laheri - kherson oblast - ukraine: -.,kherson,2023-08-13,21:02:19,2023-08-14 00:02:19,2023,8,13,Summer,PM
14.08.2023 10:46:42 UTC+03:00,"РУБпАК «АХІЛЛЕС» 92-ї ОМБр ФПВ дроном влучає в Т-72Б та знищує його скидами на південний захід від населеного пункту Куземівка, Луганська область.Location: SW of Kuzemivka, Luhansk Oblast, Ukraine49.513305, 37.964719Source:https://t.me/fedorenkoys/81",sw of kuzemivka - luhansk oblast - ukraine.,luhansk,2023-08-14,07:46:42,2023-08-14 10:46:42,2023,8,14,Summer,AM
14.08.2023 18:37:34 UTC+03:00,"Російські війська знищують український ЗРК ""С-300"" на південний захід від населеного пункту Зелений Гай, Миколаївська область.Location: SW of Zelenyi Hai, Mykolaiv Oblast, Ukraine46.925064, 32.233937Source:https://t.me/mod_russia/29273",sw of zelenyi hai - mykolaiv oblast - ukraine.,mykolaiv,2023-08-14,15:37:34,2023-08-14 18:37:34,2023,8,14,Summer,PM
14.08.2023 19:14:29 UTC+03:00,"Воїни 73-го морського центру ССО ФПВ дроном атакують російський човен на південний схід від населеного пункту Велетенське, Херсонська область.Location: SE of Veletenske, Kherson Oblast, Ukraine46.540243, 32.407925Source:https://t.me/ukr_sof/693",se of veletenske - kherson oblast - ukraine.,kherson,2023-08-14,16:14:29,2023-08-14 19:14:29,2023,8,14,Summer,PM
14.08.2023 20:52:05 UTC+03:00,"116-та бригада ТрО знищує польовий склад з боєкомплектом поблизу населеного пункту Веселе, Донецька область.Location: Vesele, Yasynuvata Raion, Donetsk Oblast, Ukraine48.190548, 37.748703Source:https://www.facebook.com/brygada.TrO.Poltava/videos/677607430889795/",vesele - yasynuvata raion - donetsk oblast,donetsk,2023-08-14,17:52:05,2023-08-14 20:52:05,2023,8,14,Summer,PM
14.08.2023 22:41:36 UTC+03:00,"Спецпризначенці 2-го загону ЦСП НГУ «Омега» ФПВ дронами атакують російський танк на південь від населеного пункту Паталахівка, Луганська область.Location: S of Patalakhivka, Luhansk Oblast, Ukraine49.385480,38.000467Source:https://t.me/Centr_omega_NGU/627",s of patalakhivka - luhansk oblast - ukraine.,luhansk,2023-08-14,19:41:36,2023-08-14 22:41:36,2023,8,14,Summer,PM
15.08.2023 16:23:24 UTC+03:00,"Російська артилерія обстрілює українські позиції на північний захід від населеного пункту Землянки, Харківська область.Location: NW of Zemlianky, Kharkiv Oblast, Ukraine50.407807, 37.441192Source:https://t.me/neizvestnyiotryad/925",nw of zemlianky - kharkiv oblast - ukraine.,kharkiv,2023-08-15,13:23:24,2023-08-15 16:23:24,2023,8,15,Summer,PM
15.08.2023 17:49:16 UTC+03:00,"Російський дрон фільмує обстріл своїх військових, які втратили орієнтир в населеному пункті Урожайне, Донецька область. Заявлено про відсутність контрбатарейної боротьби.Location: Urozhaine, Donetsk Oblast, Ukraine47.745970, 36.822139Source:https://t.me/dugout_uncle_zhora/205",urozhaine - donetsk oblast - ukraine.,donetsk,2023-08-15,14:49:16,2023-08-15 17:49:16,2023,8,15,Summer,PM
15.08.2023 19:53:59 UTC+03:00,"HIMARS знищує 3 пускові установки ЗРК С-300В та пошкоджує дві радіолокаційні системи в районі населеного пункту Привілля та Олександрівка, Херсонська область.Location:SE of Pryvillia, Kherson Oblast, Ukraine1:47 -46.138587, 33.3693441:47 -46.121935, 33.378065NW of Oleksandrivka, Kherson Oblast, Ukraine1:52 -46.124406, 33.428333Source:https://t.me/SJTF_Odesa/136",se of pryvillia - kherson oblast - ukraine: -.,kherson,2023-08-15,16:53:59,2023-08-15 19:53:59,2023,8,15,Summer,PM
16.08.2023 09:12:54 UTC+03:00,"3-й окремий полк ССО знищує станцію перешкод Р-330Ж «Житель», машину технічної підтримки і танк в населеному пункті Луганське, Донецька область.Location: Luhanske, Donetsk Oblast, Ukraine48.437158, 38.235780Source:https://t.me/ukr_sof/695",luhanske - donetsk oblast - ukraine.,donetsk,2023-08-16,06:12:54,2023-08-16 09:12:54,2023,8,16,Summer,AM
16.08.2023 12:31:06 UTC+03:00,"Російські військові навчання з використанням техніки на території Запорізької атомної електростанції, Енергодар, Запорізька область.Location: Zaporizhzhia Nuclear Power Plant, Enerhodar, Zaporizhzhia Oblast, Ukraine47.516139, 34.586915Source:https://t.me/projectRHBZ/3208",zaporizhzhia nuclear power plant - enerhodar - zaporizhzhia oblast,zaporizhzhia,2023-08-16,09:31:06,2023-08-16 12:31:06,2023,8,16,Summer,AM
16.08.2023 16:05:44 UTC+03:00,"Заявлено про знищення двох Д-30 силами зведеної групи ГУ СБУ та 67 ОГАДн на південний схід від населеного пункту Пойма, Херсонська область.Location: SE of Poima, Kherson Oblast46.602267,32.86934546.608217,32.868578Source:https://t.me/ukrbavovna/10058",se of poima - kherson oblast. - ..,kherson,2023-08-16,13:05:44,2023-08-16 16:05:44,2023,8,16,Summer,PM
16.08.2023 17:15:35 UTC+03:00,"ФПВ дрон ДПСУ знищує російський комплекс радіоелектронної розвідки в населеному пункті Олешки, Херсонська область.Location: Oleshky, Kherson Oblast, Ukraine46.627626, 32.723991Source:https://t.me/DPSUkr/12923",oleshky - kherson oblast - ukraine.,kherson,2023-08-16,14:15:35,2023-08-16 17:15:35,2023,8,16,Summer,PM
16.08.2023 17:57:22 UTC+03:00,"HIMARS знищує російських військових на захід від населеного пункту Приморське, Херсонська область.Location: W of Prymorske, Kherson Oblast, Ukraine46.100692, 32.394182Source:https://t.me/sprotyv_official/2713",w of prymorske - kherson oblast - ukraine.,kherson,2023-08-16,14:57:22,2023-08-16 17:57:22,2023,8,16,Summer,PM
16.08.2023 20:08:43 UTC+03:00,"Російський військовий демонструє свої позиції на залізничній станції в Куземівці, Луганська область.Location: Train station Kuzemivka, Luhansk Oblast, Ukraine49.523325, 37.959410Source:https://t.me/avcgroup/154Геолокація для геолокації:https://twitter.com/blinzka/status/1684588240534220800",train station kuzemivka - luhansk oblast - ukraine.,luhansk,2023-08-16,17:08:43,2023-08-16 20:08:43,2023,8,16,Summer,PM
16.08.2023 22:45:02 UTC+03:00,"Бійці штурмового полку «Цунамі» ОШБр «Лють» НПУ штурмують російські позиції в південній частині Кліщіївки, Донецька область.Location: Klishchiivka, Donetsk Oblast, Ukraine48.524695, 37.956428Source:https://www.facebook.com/100011277456013/videos/971412640852608/",klishchiivka - donetsk oblast - ukraine.,donetsk,2023-08-16,19:45:02,2023-08-16 22:45:02,2023,8,16,Summer,PM
17.08.2023 12:28:20 UTC+03:00,"2С1 ""Гвоздіка"" 22-ї механізованої бригади обстрілює російську позицію в населеному пункті Одрадівка, Донецька область.Location: Odradivka, Donetsk Oblast, Ukraine48.511701, 38.019051Source:https://t.me/osirskiy/273",odradivka - donetsk oblast - ukraine.,donetsk,2023-08-17,09:28:20,2023-08-17 12:28:20,2023,8,17,Summer,AM
17.08.2023 18:36:12 UTC+03:00,"Спецпризначенці 4-го загону ЦСП НГУ «Омега» ФПВ дроном знищують російську БМП на північний схід від населеного пункту Володине, Донецька область.Location: NE of Volodyne, Donetsk Oblast, Ukraine47.712456, 36.763647Source:https://t.me/Centr_omega_NGU/655",ne of volodyne - donetsk oblast - ukraine.,donetsk,2023-08-17,15:36:12,2023-08-17 18:36:12,2023,8,17,Summer,PM
17.08.2023 20:59:10 UTC+03:00,"Російська артилерія обстрілює українські позиції в населеному пункті Роботине, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.455820, 35.824858Source:https://t.me/rusich_army/10436",robotyne - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-08-17,17:59:10,2023-08-17 20:59:10,2023,8,17,Summer,PM
17.08.2023 23:28:48 UTC+03:00,"123-тя бригада ТрО робить скид на російські позиції на Острові Великий Потьомкін, Херсонська область.Location: Ostriv Velykyi Potomkin, Kherson Oblast, Ukraine46.556504, 32.512988Source:https://www.facebook.com/100078723046313/videos/146579168487738/",ostriv velykyi potomkin - kherson oblast - ukraine.,kherson,2023-08-17,20:28:48,2023-08-17 23:28:48,2023,8,17,Summer,PM
18.08.2023 02:07:12 UTC+03:00,"Аеророзвідка 129-ї ОБрТрО та 55 ОАБр знищують польовий склад з боєкомплектом на південний схід від населеного пункту Ключове, Донецька область.Location: SE of Kliuchove, Donetsk Oblast, Ukraine47.668843, 36.879128Source:https://t.me/kolesnyknews/207",se of kliuchove - donetsk oblast - ukraine.,donetsk,2023-08-17,23:07:12,2023-08-18 02:07:12,2023,8,17,Summer,PM
18.08.2023 11:50:21 UTC+03:00,"503 мсп та 810 обрмп рф обстрілюють українські позиції в населеному пункті Роботине, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.450940, 35.838696Source:https://t.me/dva_majors/23799",robotyne - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-08-18,08:50:21,2023-08-18 11:50:21,2023,8,18,Summer,AM
18.08.2023 16:38:44 UTC+03:00,"Дрон-камікадзе Shahed 136 знищує українську РЛС СТ-68У на південь від населеного пункту Червоне, Миколаївська область.Location: S of Chervone, Mykolaiv Raion, Mykolaiv Oblast, Ukraine47.036712, 32.382243Source:https://t.me/namarshe/6739",s of chervone - mykolaiv raion - mykolaiv oblast,mykolaiv,2023-08-18,13:38:44,2023-08-18 16:38:44,2023,8,18,Summer,PM
18.08.2023 18:49:28 UTC+03:00,"Заявлено, як вибух на нараді керівників окупаційної поліції в Енергодарі, Запорізька область.Location: Enerhodar, Zaporizhzhia Oblast, Ukraine47.502525, 34.652345Source:https://twitter.com/DI_Ukraine/status/1692557812751090126",enerhodar - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-08-18,15:49:28,2023-08-18 18:49:28,2023,8,18,Summer,PM
18.08.2023 21:23:12 UTC+03:00,"Російські телеграм канали демонструють відео росіян в східній частині Козачих Лагерів, Херсонська область.Location: Kozachi Laheri, Kherson Oblast, Ukraine0:01 -46.708431, 32.9760920:08 -46.708385, 32.980325Source:https://t.me/RVvoenkor/51536",kozachi laheri - kherson oblast - ukraine: -.,kherson,2023-08-18,18:23:12,2023-08-18 21:23:12,2023,8,18,Summer,PM
18.08.2023 23:18:42 UTC+03:00,"43-тя окрема механізована бригада ФПВ дроном знищує російську вантажівку на північний схід від населеного пункту Ковалівка, Луганська область.Location: NE of Kovalivka, Luhansk Oblast, Ukraine49.354001, 38.026506Source:https://www.facebook.com/100092925724373/videos/962647041675309",ne of kovalivka - luhansk oblast - ukraine.,luhansk,2023-08-18,20:18:42,2023-08-18 23:18:42,2023,8,18,Summer,PM
19.08.2023 13:39:56 UTC+03:00,"Заявлено про влучання БПЛА по авіабазі ""Сольци"" де базуються Ту-22м3 в населеному пункті Сольці, Новгородська область.Location: Soltsy, Novgorod Oblast, RussiaPov:58.128123, 30.369548Source:https://t.me/pvn53/4826",soltsy - novgorod oblast - russiapov:.,novgorod,2023-08-19,10:39:56,2023-08-19 13:39:56,2023,8,19,Summer,AM
19.08.2023 16:21:29 UTC+03:00,"Заявлено про знищення 2С9 «Нона-С» 44-ю артилерійською бригадою на південний захід від населеного пункту Вербове, Запорізька область.Location: SW of Verbove, Zaporizhia Oblast, Ukraine47.401168, 35.950409Source:https://t.me/mysiagin/25910",sw of verbove - zaporizhia oblast - ukraine.,zaporizhia,2023-08-19,13:21:29,2023-08-19 16:21:29,2023,8,19,Summer,PM
19.08.2023 20:31:22 UTC+03:00,"Російський літак запускає ФАБ-500М-62 з УМПК в районі населеного пункту Чаплинка, Херсонська область.Location: Chaplynka, Kherson Oblast, Ukraine46.361600, 33.540000Source:https://t.me/zhurnalistka_z/2537",chaplynka - kherson oblast - ukraine.,kherson,2023-08-19,17:31:22,2023-08-19 20:31:22,2023,8,19,Summer,PM
19.08.2023 23:03:06 UTC+03:00,"ДШРГ ""Русіч"" демонструє знищену українську техніку на північний захід від населеного пункту Вербове, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine47.453003, 35.905435Source:https://t.me/dshrg2/1174",nw of verbove - zaporizhia oblast - ukraine.,zaporizhia,2023-08-19,20:03:06,2023-08-19 23:03:06,2023,8,19,Summer,PM
20.08.2023 11:32:44 UTC+03:00,"71-ша єгерська бригада ФПВ дроном атакує російські позиції на північний захід від населеного пункту Вербове, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine0:16-0:24 -47.453474, 35.907961Source:https://t.me/ua_dshv/1523",nw of verbove - zaporizhia oblast - ukraine:-: -.,zaporizhia,2023-08-20,08:32:44,2023-08-20 11:32:44,2023,8,20,Summer,AM
20.08.2023 14:09:59 UTC+03:00,"Робота трьох БМП M2A2 «Bradley» на північний схід від населеного пункту Роботине, Запорізька область.Location: NE of Robotyne, Zaporizhzhia Oblast, Ukraine47.458706, 35.850832Source:https://t.me/pj_notes/244",ne of robotyne - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-08-20,11:09:59,2023-08-20 14:09:59,2023,8,20,Summer,AM
20.08.2023 20:44:27 UTC+03:00,"100 ОБрТрО, батальйон Нацполіції «Захід» та 45 ОАБр знищують 2С4 «Тюльпан» на південний захід від населеного пункту Кремінна, Луганська область.Location: SW of Kreminna, Luhansk Oblast, Ukraine49.013920, 38.166612Source:https://t.me/Volyn100obrTrO/820",sw of kreminna - luhansk oblast - ukraine.,luhansk,2023-08-20,17:44:27,2023-08-20 20:44:27,2023,8,20,Summer,PM
21.08.2023 00:40:24 UTC+03:00,"Заявлено про покинутий (?) Леопард (?) на північний схід від населеного пункту Роботине, Запорізька область.Location: NE of Robotyne, Zaporizhzhia Oblast, Ukraine47.458276, 35.899399Source:https://t.me/rusich_army/10475",ne of robotyne - zaporizhzhia oblast - ukraine.,zaporizhzhia,2023-08-20,21:40:24,2023-08-21 00:40:24,2023,8,20,Summer,PM
