Date Text,Text Text
16.08.2023 17:15:35 UTC+03:00,"ФПВ дрон ДПСУ знищує російський комплекс радіоелектронної розвідки в населеному пункті Олешки, Херсонська область.Location: Oleshky, Kherson Oblast, Ukraine46.627626, 32.723991Source:https://t.me/DPSUkr/12923"
16.08.2023 17:57:22 UTC+03:00,"HIMARS знищує російських військових на захід від населеного пункту Приморське, Херсонська область.Location: W of Prymorske, Kherson Oblast, Ukraine46.100692, 32.394182Source:https://t.me/sprotyv_official/2713"
16.08.2023 20:08:43 UTC+03:00,"Російський військовий демонструє свої позиції на залізничній станції в Куземівці, Луганська область.Location: Train station Kuzemivka, Luhansk Oblast, Ukraine49.523325, 37.959410Source:https://t.me/avcgroup/154Геолокація для геолокації:https://twitter.com/blinzka/status/1684588240534220800"
16.08.2023 22:45:02 UTC+03:00,"Бійці штурмового полку «Цунамі» ОШБр «Лють» НПУ штурмують російські позиції в південній частині Кліщіївки, Донецька область.Location: Klishchiivka, Donetsk Oblast, Ukraine48.524695, 37.956428Source:https://www.facebook.com/100011277456013/videos/971412640852608/"
17.08.2023 12:28:20 UTC+03:00,"2С1 ""Гвоздіка"" 22-ї механізованої бригади обстрілює російську позицію в населеному пункті Одрадівка, Донецька область.Location: Odradivka, Donetsk Oblast, Ukraine48.511701, 38.019051Source:https://t.me/osirskiy/273"
17.08.2023 18:36:12 UTC+03:00,"Спецпризначенці 4-го загону ЦСП НГУ «Омега» ФПВ дроном знищують російську БМП на північний схід від населеного пункту Володине, Донецька область.Location: NE of Volodyne, Donetsk Oblast, Ukraine47.712456, 36.763647Source:https://t.me/Centr_omega_NGU/655"
17.08.2023 20:59:10 UTC+03:00,"Російська артилерія обстрілює українські позиції в населеному пункті Роботине, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.455820, 35.824858Source:https://t.me/rusich_army/10436"
17.08.2023 23:28:48 UTC+03:00,"123-тя бригада ТрО робить скид на російські позиції на Острові Великий Потьомкін, Херсонська область.Location: Ostriv Velykyi Potomkin, Kherson Oblast, Ukraine46.556504, 32.512988Source:https://www.facebook.com/100078723046313/videos/146579168487738/"
18.08.2023 02:07:12 UTC+03:00,"Аеророзвідка 129-ї ОБрТрО та 55 ОАБр знищують польовий склад з боєкомплектом на південний схід від населеного пункту Ключове, Донецька область.Location: SE of Kliuchove, Donetsk Oblast, Ukraine47.668843, 36.879128Source:https://t.me/kolesnyknews/207"
18.08.2023 11:50:21 UTC+03:00,"503 мсп та 810 обрмп рф обстрілюють українські позиції в населеному пункті Роботине, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.450940, 35.838696Source:https://t.me/dva_majors/23799"
18.08.2023 16:38:44 UTC+03:00,"Дрон-камікадзе Shahed 136 знищує українську РЛС СТ-68У на південь від населеного пункту Червоне, Миколаївська область.Location: S of Chervone, Mykolaiv Raion, Mykolaiv Oblast, Ukraine47.036712, 32.382243Source:https://t.me/namarshe/6739"
18.08.2023 18:49:28 UTC+03:00,"Заявлено, як вибух на нараді керівників окупаційної поліції в Енергодарі, Запорізька область.Location: Enerhodar, Zaporizhzhia Oblast, Ukraine47.502525, 34.652345Source:https://twitter.com/DI_Ukraine/status/1692557812751090126"
18.08.2023 21:23:12 UTC+03:00,"Російські телеграм канали демонструють відео росіян в східній частині Козачих Лагерів, Херсонська область.Location: Kozachi Laheri, Kherson Oblast, Ukraine0:01 -46.708431, 32.9760920:08 -46.708385, 32.980325Source:https://t.me/RVvoenkor/51536"
18.08.2023 23:18:42 UTC+03:00,"43-тя окрема механізована бригада ФПВ дроном знищує російську вантажівку на північний схід від населеного пункту Ковалівка, Луганська область.Location: NE of Kovalivka, Luhansk Oblast, Ukraine49.354001, 38.026506Source:https://www.facebook.com/100092925724373/videos/962647041675309"
19.08.2023 13:39:56 UTC+03:00,"Заявлено про влучання БПЛА по авіабазі ""Сольци"" де базуються Ту-22м3 в населеному пункті Сольці, Новгородська область.Location: Soltsy, Novgorod Oblast, RussiaPov:58.128123, 30.369548Source:https://t.me/pvn53/4826"
19.08.2023 16:21:29 UTC+03:00,"Заявлено про знищення 2С9 «Нона-С» 44-ю артилерійською бригадою на південний захід від населеного пункту Вербове, Запорізька область.Location: SW of Verbove, Zaporizhia Oblast, Ukraine47.401168, 35.950409Source:https://t.me/mysiagin/25910"
19.08.2023 20:31:22 UTC+03:00,"Російський літак запускає ФАБ-500М-62 з УМПК в районі населеного пункту Чаплинка, Херсонська область.Location: Chaplynka, Kherson Oblast, Ukraine46.361600, 33.540000Source:https://t.me/zhurnalistka_z/2537"
19.08.2023 23:03:06 UTC+03:00,"ДШРГ ""Русіч"" демонструє знищену українську техніку на північний захід від населеного пункту Вербове, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine47.453003, 35.905435Source:https://t.me/dshrg2/1174"
20.08.2023 11:32:44 UTC+03:00,"71-ша єгерська бригада ФПВ дроном атакує російські позиції на північний захід від населеного пункту Вербове, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine0:16-0:24 -47.453474, 35.907961Source:https://t.me/ua_dshv/1523"
20.08.2023 14:09:59 UTC+03:00,"Робота трьох БМП M2A2 «Bradley» на північний схід від населеного пункту Роботине, Запорізька область.Location: NE of Robotyne, Zaporizhzhia Oblast, Ukraine47.458706, 35.850832Source:https://t.me/pj_notes/244"
20.08.2023 20:44:27 UTC+03:00,"100 ОБрТрО, батальйон Нацполіції «Захід» та 45 ОАБр знищують 2С4 «Тюльпан» на південний захід від населеного пункту Кремінна, Луганська область.Location: SW of Kreminna, Luhansk Oblast, Ukraine49.013920, 38.166612Source:https://t.me/Volyn100obrTrO/820"
21.08.2023 00:40:24 UTC+03:00,"Заявлено про покинутий (?) Леопард (?) на північний схід від населеного пункту Роботине, Запорізька область.Location: NE of Robotyne, Zaporizhzhia Oblast, Ukraine47.458276, 35.899399Source:https://t.me/rusich_army/10475"
21.08.2023 16:58:36 UTC+03:00,"РУБпАК ""Шершні Довбуша"" 68-ї ОЄБр скидом знищують польвий склад з боєкомплектом на північний захід від населеного пункту Нововодяне, Луганська область.Location: NW of Novovodiane, Luhansk Oblast49.291218, 38.001490Source:https://www.facebook.com/68brigade/videos/645104750931489"
21.08.2023 18:29:02 UTC+03:00,"Артилерія 503-го полку рф обстрілює українські позиції в північно західній частині Роботиного, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.450029, 35.828826Source:t.me/wargonzo/14504"
22.08.2023 10:55:01 UTC+03:00,"Українські військові штурмують південно східну частину Роботиного за підтримки БМП M2A2 «Bradley», Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.443740, 35.843219Source:https://t.me/Force_Major_ua/44"
22.08.2023 17:00:58 UTC+03:00,"Російський спецназ ""Ахмат"" спостерігає за знищеним українським польвим складом в південно західній частині Кліщіївки, Донецька область.Location: Klishchiivka, Donetsk Oblast, Ukraine48.527410, 37.951159Source:https://t.me/DKulko/399"
22.08.2023 21:12:54 UTC+03:00,"⚡️Невеличкий ексклюзивРобота CV-90 по російським позиціям на північний схід від населеного пункту Синьківка, Харківська область.Location: NE of of Synkivka, Kharkiv Oblast, Ukraine49.777702, 37.737637"
22.08.2023 23:25:16 UTC+03:00,"ФПВ дрон спецназу рф ""Осман"" атакує українську позицію на північний захід від населеного пункту Вербове, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine47.447232, 35.919696Source:https://t.me/ZA_FROHT/21111"
23.08.2023 19:23:54 UTC+03:00,"47-ма окрема механізована бригада встановила прапор України в центрі населеного пункту Роботине, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.443153, 35.835672Source:t.me/brygada47/97https://twitter.com/DefMon3/status/1691132354348175369"
23.08.2023 21:09:03 UTC+03:00,"Заявлено про падіння літака, в якому можливо знаходився Євгеній Прігожин та Дмитро Уткін на південь від населеного пункту Куженкінскоє, Тверська область.Location: S of Kuzhenkinskoye, Tver Oblast57.747663, 33.954326"
24.08.2023 11:05:52 UTC+03:00,"БМП ""Bradley"" проводить евакуацію українських військових під артилерійським обстрілом в південно східній частині Роботиного, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.444020, 35.839483Source:t.me/wargonzo/14571"
24.08.2023 14:19:24 UTC+03:00,"126-та бригада ТрО ФПВ дроном атакує ЗРГК ""Тунгуска"" на південний схід від населеного пункту Підстепне, Херсонська область.Location: SE of Pidstepne, Kherson Oblast, Ukraine46.642304, 32.913256Source:https://twitter.com/sternenko/status/1694648401055375749"
24.08.2023 18:04:59 UTC+03:00,"Батальйон ""Скала"" бере полонених та штурмує російські позиції в південній частині Роботиного, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.439890, 35.840240Source:https://t.me/c/1534945236/16478"
24.08.2023 21:54:14 UTC+03:00,"Росіяни публікують архівні кадри обстрілу ""Металургійного комбінату імені Ілліча"" прямою наводкою з БМ-21 ""Град"" в Маріуполі, Донецька область.Location: Mariupol, Donetsk Oblast, Ukraine47.174309, 37.567166Source:https://t.me/dugout_uncle_zhora/220"
25.08.2023 12:19:39 UTC+03:00,"Заявлено про знищення з ПТРК БМП ""M2 Bradley"" в центральній частині Роботиного, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine47.446188, 35.838239https://t.me/rusich_army/10540"
25.08.2023 13:26:36 UTC+03:00,https://vxtwitter.com/Bazinga00264477/status/1695014546203623452
25.08.2023 15:19:34 UTC+03:00,"Заявлено про знищення могил вагнерівців на кладовищі, де Прігожин відкривав обеліск в населеному пункті Ніколаєвка, Самарська область.Location: Nykolaevka, Samara Oblast, Russia53.086779, 50.320352Source:https://t.me/voynareal/70125"
25.08.2023 19:19:50 UTC+03:00,"РУБпАК ""Шершні Довбуша"" 68-ї ОЄБр роблять скиди на російські позиції, живу силу та техніку в Луганській області.Location: NW/E Novoiehorivka, Luhansk Oblast, Ukraine0:48-0:55 -49.340701, 37.9764370:55-1:02 -49.338767, 37.9784401:02-1:12 -49.339911, 37.9746221:20-1:28 -49.339432, 37.9750752:23-2:38 -49.339574, 37.9506932:49-3:02 -49.348386, 37.9350043:22-3:26 -49.348706, 37.9349623:40 -49.344496, 37.939034Source:https://t.me/shershni68/48"
25.08.2023 19:36:50 UTC+03:00,"Окремий загін спеціального призначення «Любарт» знищує 120-й міномет в населеному пункті Олешки, Херсонська область.Location: Oleshky, Kherson Oblast, Ukraine46.628074, 32.713937Source:https://t.me/ozspLubart/308"
25.08.2023 21:35:17 UTC+03:00,Robotyne80 days in 18 frames
25.08.2023 22:09:04 UTC+03:00,"Аеророзвідники 55 об 100 обр ТрО корегують знищення двох ворожих БТРів на південний схід від населеного пункту Діброва, Луганська область.Location: SE of Dibrova, Luhansk Oblast, Ukraine48.989709, 38.117152Source:https://t.me/Volyn100obrTrO/831"
25.08.2023 23:25:11 UTC+03:00,"Український ФПВ дрон атакує російський БТР з піхотою на схід від населеного пункту Райгородка, Луганська область.Location: E of Raihorodka, Luhansk Oblast, Ukraine49.379075, 37.975169Source:https://t.me/gostrikartuzy/100"
26.08.2023 01:35:32 UTC+03:00,"46-та окрема аеромобільна бригада ФПВ дронами атакує російську піхоту на північний схід від населеного пункту Новопрокопівка, Запорізька область.Location: NE of Novoprokopivka, Zaporizhzhia Oblast, Ukraine47.419925, 35.884510Source:https://twitter.com/Teoyaomiquu/status/1695168198901993666"
26.08.2023 11:40:12 UTC+03:00,"РУП «Шершень» фільмує знищення російського квадроцикла на південний схід від населеного пункту Андріївка, Донецька область.Location: SE of Andriivka, Donetsk Oblast, Ukraine48.490106, 37.973451Source:https://t.me/shershen_ua/140"
26.08.2023 14:10:32 UTC+03:00,"M2 Bradley працює по російським позиціям в населеному пункті Роботине, Запорізька область.Location: Robotyne, Zaporizhzhia Oblast, Ukraine1:35 -47.441371, 35.840420Source:https://t.me/E_A_Vasileva/9144"
26.08.2023 18:44:24 UTC+03:00,"Бійці штурмового полку НПУ «Сафарі» бригади ""Лють"" штурмують російські позиції в центральній частині Кліщіївки, Донецька область.Location: Klishchiivka, Donetsk Oblast, Ukraine48.529797, 37.959835Source:https://t.me/mvs_ukraine/28964"
27.08.2023 01:54:05 UTC+03:00,"Демонстрація роботи російського снайпера в Кліщіївці, Донецька область. Точна дата зйомки невідома.Location: Klishchiivka, Donetsk Oblast, Ukraine48.525645, 37.957332Source:t.me/VDV_vistrel/314"
29.08.2023 14:33:59 UTC+03:00,"Українські військові вивішують прапор на лівому березі Дніпра поблизу Антонівського мосту, Херсонська область.Location: near Antonivka Road Bridge, Kherson Oblast, Ukraine46.661773, 32.722523Source:https://twitter.com/NOELreports/status/1696476841026949223"
29.08.2023 19:47:07 UTC+03:00,"44-та ОАБр та аеророзвідка 65-ї ОМБр ""Роніни"" знищує російський 2С7 ""Піон"" в населеному пункті Покровське, Запорізька область.Location: Pokrovske, Zaporizhzhia Oblast, Ukraine47.327989, 35.631943Source:t.me/Ronins44_65/56"
30.08.2023 21:39:00 UTC+03:00,"Ешелон з мінімум 10 одиницями ОТРК ""Іскандер-М"" прибув до Білорусі на станцію ""Осиповичі 1"" в населеному пункті Осиповичі, Могильовська область.Location: Asipovichy, Mogilev Region, Belarus53.297181, 28.647281Source:https://t.me/Hajun_BY/7311"
31.08.2023 11:47:29 UTC+03:00,"Російський Т-72Б3 обстрілює українські позиції з населеного пункту Вільшана, Харківська область.Location: Vil'shana, Kharkiv Oblast, Ukraine0:05-0:07 -49.798086, 37.757655Source:https://t.me/mod_russia/29961"
31.08.2023 13:23:06 UTC+03:00,"HIMARS знищує російську гаубицю ""Мста-Б"" на південь від населеного пункту Саги, Херсонська область.Location: S of Sahy, Kherson Oblast, Ukraine46.580468, 32.785836Source:https://t.me/SJTF_Odes/403"
01.09.2023 15:49:30 UTC+03:00,"95-та окрема десантно-штурмова бригада знищує російський склад боєприпасів в населеному пункті Кремінна, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine0:10-0:25 -49.046319, 38.200118Source:https://t.me/ua_dshv/1569"
01.09.2023 18:29:02 UTC+03:00,"Українська артилерія наносить удар по російським складам в населеному пункті Доломітне, Донецька область.Location: Dolomitne, Donetsk Oblast, Ukraine48.432157, 38.139603Source:https://t.me/AFUStratCom/19778"
01.09.2023 22:43:32 UTC+03:00,"Російські військові штурмують українські позиції на південь від населеного пункту Вільшана, Харківська область.Location: S of Vil'shana, Kharkiv Oblast, Ukraine49.769957, 37.776403Source:https://t.me/natoptishh/1854"
02.09.2023 18:21:35 UTC+03:00,"РУБпАК ""Шершні Довбуша"" 68-ї ОЄБр скидами знищують російський танк на північний захід від населеного пункту Ковалівка, Луганська область.Location: NW of of Kovalivka, Luhansk Oblast, Ukraine49.339166, 37.986385Source:https://t.me/shershni68/54"
02.09.2023 20:11:23 UTC+03:00,"155-та обрмп рф ФПВ дронам атакує українські позиції поблизу Павлівки, Донецька область.Location: near Pavlivka, Donetsk Oblast, Ukraine47.762687, 37.220903Source:https://t.me/TOF_VMF/1551"
02.09.2023 23:09:05 UTC+03:00,"РУБпАК «Ахіллес» та 64-й батальйон ТрО ФПВ дроном знищують російський ТОС-1А ""Сонцепек"" на південний схід від населеного пункту Райгородка, Луганська область.Location: SE of Raihorodka, Luhansk Oblast, Ukraine49.369837, 37.981937Source:https://t.me/ukr_informant/10264"
03.09.2023 14:35:13 UTC+03:00,"102-га бригада ТрО та бійці батальйону ім.Джохара Дудаєва обстрілюють російські позиції касетними боєприпасами поблизу Марфопіля, Запорізька область.Location: near Marfopil, Zaporizhzhia Oblast, Ukraine47.625308, 36.341477Source:https://t.me/adam1ua/603"
03.09.2023 15:38:49 UTC+03:00,"Заявлено про обстріл українських позицій з ТОС-1А ""Сонцепек"" в Кліщіївці, Донецька область.Location: Klishchiivka, Donetsk Oblast, Ukraine48.534991, 37.96479848.530257, 37.95951148.530918, 37.95862648.526952, 37.961337Source:https://t.me/verumreactor/5958"
04.09.2023 15:23:48 UTC+03:00,"Артилеристи 3 бригади оперативного призначення «Спартан» обстрілюють російські позиції на південний схід від Роботиного, Запорізька область.Location: SE of Robotyne, Zaporizhzhia Oblast, Ukraine47.436602, 35.866731Source:https://t.me/ngu_war_for_peace/12582"
04.09.2023 18:19:29 UTC+03:00,"Використання військами рф КАБів по українським позиціям поблизу Антонівського мосту, Херсонська область.Location: near Antonivka Road Bridge, Kherson Oblast, Ukraine46.659897, 32.725381Source:https://t.me/voenacher/51488"
04.09.2023 19:12:18 UTC+03:00,"Спецназ рф ""Осман"" обстрілює українські позиції поблизу населеного пункту Вербове, Запорізька область.Location: near Verbove, Zaporizhia Oblast, Ukraine47.444642, 35.944852Source:https://t.me/ZA_FROHT/21489"
04.09.2023 22:47:22 UTC+03:00,"Російські війська скидують 4 КАБи на українські позиції на північний захід від населеного пункту Вербове, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine47.450374, 35.934432Source:https://t.me/frontbird/3293"
05.09.2023 11:08:04 UTC+03:00,"Український ФПВ дрон влучає в російську машину в  населеному пункті Тавільжанка, Харківська область.Location: Tavilzhanka, Kharkiv Oblast, Ukraine49.844319, 37.781705Source:https://twitter.com/VozimDrony/status/1698949126107373698"
05.09.2023 13:48:38 UTC+03:00,"Російські війська роблять скид на українські позиції в протитанковому рові поблизу населеного пункту Вербове, Запорізька область.Location: near Verbove, Zaporizhia Oblast, Ukraine47.447565, 35.932556Source:t.me/frontbird/3302https://twitter.com/Tatarigami_UA/status/1698766384518340875"
06.09.2023 14:17:51 UTC+03:00,"Міноборони рф демонструє кадри роботи ЗРК «Тор-М1» в населеному пункті Кремінна, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine0:01 -49.063834, 38.2275510:35 -49.068495, 38.2183630:52 -49.067931, 38.220027Source:https://t.me/mod_russia/30177"
06.09.2023 18:32:48 UTC+03:00,"РУБпАК «АХІЛЛЕС» 92-ї ОШБр ФПВ дроном знищує автотранспорт росіян в Бахмуті, Донецька область.Location: Bakhmut, Donetsk Oblast, Ukraine48.576436, 38.019630Source:https://t.me/zedigital/3584"
07.09.2023 11:50:15 UTC+03:00,"116-та бригада ТрО скидами знищує польовий склад з боєприпасами в населеному пункті Веселе, Донецька область.Location: Vesele, Donetsk Oblast, Ukraine48.187273, 37.754297Source:https://www.facebook.com/watch/?v=291067250284642"
07.09.2023 17:13:45 UTC+03:00,"Український дрон робить скид ТМ-62 на російські позиції поблизу населеного пункті Вербове, Запорізька область.Location: near Verbove, Zaporizhia Oblast, Ukraine0:11-0:21 -47.442554, 35.951268Source:https://t.me/supernova_plus/23498"
08.09.2023 11:03:20 UTC+03:00,"Khorne Group ФПВ дроном атакує російську позицію на північний схід від Новопрокопівки, Запорізька область.Location: NE of Novoprokopivka, Zaporizhzhia Oblast, Ukraine47.424043, 35.866207Source:https://t.me/immateriumukrkhorne/595"
09.09.2023 10:03:25 UTC+03:00,"Підрозділ М2 ФПВ дроном знищує російську САУ на схід від населеного пункту Весела Долина, Донецька область.Location: E of Vesela Dolyna, Donetsk Oblast, Ukraine48.55504, 38.093524Source:https://t.me/escadrone/590"
09.09.2023 12:50:24 UTC+03:00,"Російська артилерія обстрілює українські позиції на північному заході населеного пункту Новомайорське, Донецька область.Location: Novomaiorske, Donetsk Oblast, Ukraine47.742417, 37.02461747.738546, 37.029745Source:https://t.me/voin_dv/4831"
09.09.2023 20:10:58 UTC+03:00,"Аеророзвідка бригади ""Лють"" коригує знищення російського самохідного Гіацинту поблизу населеного пункту Гольмівський, Донецька область.Location: near Holmivskyi, Donetsk Oblast, Ukraine48.393051, 38.067851Source:https://www.facebook.com/watch/?v=152280421262364"
09.09.2023 23:12:09 UTC+03:00,"Заявлено про ураження БМ-27 ""Ураган"" на південний схід від населеного пункту Вишневе, Запорізька область.Location: SE of Vyshneve, Zaporizhzhia Oblast, Ukraine47.284725, 35.570642Source:https://t.me/gnilayachereha/11583"
10.09.2023 14:59:33 UTC+03:00,"Ударна рота БПЛА 24 ОМБр «Рарог» ФПВ дроном знищує російську станцію наземної розвідки ""Кредо-М1"" в населеному пункті Горлівка, Донецька область.Location: Horlivka, Donetsk Oblast, Ukraine48.356554, 37.940649Source:https://t.me/zedigital/3598"
10.09.2023 22:05:31 UTC+03:00,"Російський ФПВ дрон робить агітаційний скид в населеному пункті Мар'ївка, Дніпропетровська область.Location: Marivka, Dnipropetrovsk Oblast, Ukraine47.612905, 34.623702Source:t.me/zpvestnik/11594"
11.09.2023 16:04:38 UTC+03:00,"РУБАК ""Wild Division"" 82-ї одшбр ФПВ дроном атакує живу силу росіян на захід від населеного пункту Вербове, Запорізька область.Location: W of Verbove, Zaporizhia Oblast, Ukraine47.435438, 35.943776Source:https://t.me/wilddivision82/24"
12.09.2023 11:22:46 UTC+03:00,"Українська артилерія завдає удару по базі росіян в населеному пункті Луганське, Донецька область.Location: Luhanske, Donetsk Oblast, Ukraine48.420596,38.261830Source:https://t.me/AFUStratCom/19940"
12.09.2023 12:05:30 UTC+03:00,"Російські військові демонструють свою присутність в населеному пункті Опитне, Покровський район, Донецька область.Location: Opytne, Pokrovsk Raion, Donetsk Oblast3:22-3:30 -48.097681, 37.715173Source:https://t.me/nm_dnr/10955"
12.09.2023 19:41:52 UTC+03:00,"HIMARS знищує російську САУ ""Мста-С"" на південний схід від населеного пункту Райське, Херсонська область.Location: SE of Raiske, Kherson Oblast, Ukraine46.708404, 33.322461Source:https://t.me/SJTF_Odes/701"
13.09.2023 13:55:58 UTC+03:00,"Підрозділ ""Гаруда"" 46-ї ОАеМБр ФПВ дронами атакує російські позиції на північний схід від Новопрокопівки, Запорізька область.Location: NE of Novoprokopivka, Zaporizhzhia Oblast47.413984,35.85371947.416281,35.853973Source:https://t.me/immateriumukrkhorne/655"
13.09.2023 20:53:32 UTC+03:00,"Зведена тактична група «Адам» ФПВ дронами атакує ворожий РЕБ та техніку в Кремінній, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.026775,38.19824349.021385, 38.17944049.023428, 38.176846Source:https://t.me/adamtactic/347"
13.09.2023 22:44:55 UTC+03:00,"1-й окремий батальйон «Вовки Да Вінчі» обстрілює російські позиції на захід від населеного пункту Лиман Перший, Харківська область.Location: W of Lyman Pershyi, Kharkiv Oblast, Ukraine49.794605, 37.664855Source:t.me/smertvorogy/739"
14.09.2023 13:57:21 UTC+03:00,"⚡️Невеличке ексклюзивне відеоРосійські військові будують забор (?) недалеко від лінії бойового зіткнення в районі населеного пункту Копані. Питання до знавців: для чого вони це роблять?47.489122, 35.733141"
15.09.2023 15:04:20 UTC+03:00,"Українська артилерія знищує російський БМ-30 ""Смерч"" на схід від населеного пункту Кам'янка, Запорізька область.Location: E of Kamianka, Zaporizhzhia Oblast, Ukraine47.379915, 36.727414Source:https://t.me/russianocontext/418https://t.me/russianocontext/419"
16.09.2023 11:32:37 UTC+03:00,"Російський ракетний корабель ""Самум"" буксують в Севастопольській бухті, АР Крим.Location: Sevastopol Bay, Sevastopol, Crimea, Ukraine~44.622706, 33.520613Source:https://t.me/Crimeanwind/42454"
16.09.2023 17:51:35 UTC+03:00,"Міноборони рф демонструє відео роботи БМ-27 ""Ураган"" на південний схід від населеного пункту Новотроїцьке, Донецька область.Location: SE of Novotroitske, Donetsk Oblast, Ukrainepos:47.686247, 37.635095Location: Vodiane, Donetsk Oblast, Ukrainehit:47.830909, 37.303169Source:https://t.me/mod_russia/30439"
17.09.2023 18:40:25 UTC+03:00,"Невідомі на гелікоптерах та зброєю захопили ""Дулісьминське нафтове родовище"" на північний захід від населеного пункту Підволошине, Іркутська область.Location: NW of Podvoloshino, Irkutsk Oblast, Russia58.448938, 107.584658Source:https://t.me/bazabazon/21481"
17.09.2023 21:28:23 UTC+03:00,"Розвідники 1-ї танкової армії рф штурмують українську тилову(?) позицію в населеному пункті Крохмальне, Харківська область.Location: Krokhmalne, Kharkiv Oblast, Ukraine49.576111, 37.918767Source:https://t.me/RVvoenkor/53240"
18.09.2023 10:34:20 UTC+03:00,"Російські десантники штурмують українські позиції на захід від населеного пункту Вербове, Запорізька область.Location: W of Verbove, Zaporizhia Oblast, Ukraine47.435559, 35.951999Source:t.me/voenacher/52243"
18.09.2023 13:49:20 UTC+03:00,"Російська артилерія обстрілює українські позиції на північ від населеного пункту Новопрокопівка, Запорізька область.Location: N of Novoprokopivka, Zaporizhzhia Oblast, Ukraine47.430978, 35.829547Source:https://t.me/bpla_instructors/208"
18.09.2023 15:57:03 UTC+03:00,"28-ма окрема механізована бригада ФПВ дроном влучає в російський квадроцикл в населеному пункті Курдюмівка, Донецька область.Location: Kurdiumivka, Donetsk Oblast, Ukraine48.473446, 37.960281Source:https://t.me/ombr_28/896"
19.09.2023 12:36:32 UTC+03:00,"Архівні кадри роботи 15-ї ОМСБр рф з АГСа по українським позиціям з населеного пункту Райгородка, Луганська область.Location: Raihorodka, Luhansk Oblast, UkrainePov:49.360661, 37.975378Hit:49.348979, 37.970346Source:https://t.me/blackhussars/654"
19.09.2023 13:54:30 UTC+03:00,"Збройні сили Азербайджану знищують вірменський ЗРК ""Тор"" в населеному пункті Ханкенді, Нагірний КарабахLocation: Khankendi, Nagorno-Karabakh39.841904, 46.753455Source:https://twitter.com/GloOouD/status/1704071295833383021"
19.09.2023 16:25:18 UTC+03:00,"Бригада ""Сталевий кордон"" ФПВ дронами знищує живу силу росіян в населеному пункті Миколаївка, Харківська область.Location: Mykolaivka, Kupiansk Raion, Kharkiv Oblast, Ukraine49.921695, 37.876912Source:https://t.me/DPSUkr/13772"
20.09.2023 15:24:54 UTC+03:00,"РУБАК ""Wild Division"" 82-ї одшбр ФПВ дроном атакує російську позицію на захід від населеного пункту Вербове, Запорізька область.Location: W of Verbove, Zaporizhia Oblast, Ukraine~47.430485, 35.943369Source:https://t.me/ssternenko/20673"
20.09.2023 23:32:54 UTC+03:00,"Підрозділ ""Shadow"" коригує знищення російського складу з боєприпасами в населеному пункті Березове, Донецька область.Location: Berezove, Donetsk Oblast, Ukraine47.765042, 37.587148Source:https://t.me/pidrozdilshadowoficial/74"
21.09.2023 14:59:06 UTC+03:00,"Підрозділ ""Shadow"" коригує обстріл російських позицій в населеному пункті Тарамчук, Донецька область.Location: Taramchuk, Donetsk Oblast, Ukraine47.805186, 37.580978Source:https://t.me/pidrozdilshadowoficial/75"
21.09.2023 17:56:26 UTC+03:00,"25 ОМСБр рф обстрілює українські позиції в населеному пункті Синьківка, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine0:10-0:15 -49.767530, 37.7045480:15-0:19 -49.765284, 37.711310Source:https://t.me/HersonEnot/1829"
21.09.2023 18:53:31 UTC+03:00,"Батальйон ""Барс-23"" демонструє російський блокпост на в'їзді в Володимирівку, Донецька область.Location: Volodymyrivka, Volnovakha Raion, Donetsk Oblast1:06 -47.714874, 37.408625Source:https://t.me/zvezdanews/129560"
21.09.2023 20:18:45 UTC+03:00,"Підрозділ М2 ФПВ дроном атакує живу силу росіян на південний схід від населеного пункту Андріївка, Донецька область.Location: Andriyivka, Donetsk Oblast, Ukraine48.500168, 37.971665Source:https://t.me/escadrone/646"
22.09.2023 20:42:02 UTC+03:00,"Зафільмований момент прильоту крилатої ракети ""Storm Shadow"" по штабу Чорноморського флоту рф, Севастополь.Location: Sevastopol, Crimea, UkrainePov:44.616105, 33.518921Source:https://twitter.com/bayraktar_1love/status/1705272881876287571"
22.09.2023 21:34:18 UTC+03:00,"Російська артилерія обстрілює українські позиції на південний схід від населеного пункту Кліщіївка, Донецька область.Location: SE of Klishchiivka, Donetsk Oblast, Ukraine48.514939, 37.974767Source:https://t.me/RVvoenkor/53502"
